,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
416,25,Master,Life Sciences,Male,Single,32,0eabb6b3-3751-4363-8aa6-de48dbe76685,2006-10-20 22:05:53,5,0,0,1,Y,1.0,Francia,1,Yes,Travel_Rarely,374.0,Research & Development,1,87,1,Laboratory Technician,2795,18016,Yes,24,80.0,0,2,Low,High,,Outstanding,High
417,29,Master,Life Sciences,Male,Divorced,30,d085af12-50ec-47ed-8ec0-0526fe2fe8d2,2006-10-31 14:36:57,8,0,3,8,Y,8.0,Utah,1,No,Travel_Rarely,1329.0,Sales,1,61,2,Sales Executive,4115,13192,No,19,,3,3,High,High,Low,Excellent,High
418,29,Master,Life Sciences,Male,Married,47,6bb89ba4-1bc7-4980-a639-86c28c47031f,2006-11-01 22:09:21,0,5,8,10,Y,1.0,Minnesota,1,Yes,Non-Travel,,Research & Development,1,88,3,Manager,11849,10268,Yes,12,,1,2,Low,High,Medium,Excellent,Very High
419,13,Bachelor,Human Resources,Male,Married,36,cb3abedc-5720-4bd7-9116-ab033d228607,2006-11-03 01:34:01,1,0,3,8,Y,4.0,Maryland,0,No,Travel_Rarely,1041.0,Human Resources,1,36,1,Human Resources,2143,25527,No,13,80.0,1,2,High,High,Medium,Excellent,
420,15,College,Life Sciences,Male,Single,21,574a6a08-e628-4aab-a6cb-d3d0ad87c566,2006-11-22 16:54:14,14,0,0,0,Y,1.0,Pensilvania,1,No,Travel_Rarely,391.0,Research & Development,1,96,1,Research Scientist,1232,19281,No,14,80.0,0,6,High,High,Very High,Excellent,Very High
421,7,College,Life Sciences,Male,Divorced,33,af13edfd-0b70-4c4d-aa00-6bfdfdef6774,2006-12-08 20:28:55,3,2,1,9,Y,1.0,Alemania,1,No,Travel_Frequently,,Research & Development,1,36,2,Healthcare Representative,5968,18079,No,20,80.0,3,2,Very High,High,High,Outstanding,High
422,7,Master,Medical,Male,Married,51,a3dd7bdb-e600-439e-8386-8f5038bb3cb0,2006-12-24 00:20:36,13,0,0,10,Y,2.0,Nuevo México,1,No,Travel_Rarely,1169.0,Research & Development,1,34,2,Manufacturing Director,6132,13983,No,17,80.0,0,2,Medium,Medium,,Excellent,
423,4,Below College,Technical Degree,Male,Married,25,9d5bf57c-3ebf-4991-ac71-a6486f1322fc,2007-01-08 17:59:43,0,2,0,7,Y,1.0,Croacia,0,Yes,Travel_Rarely,1219.0,Research & Development,1,32,1,Laboratory Technician,3691,4605,Yes,15,,1,3,Very High,High,Very High,Excellent,Medium
424,5,,Life Sciences,Female,Single,32,876c0b3f-69e1-4abd-875c-9edcfdc74a02,2007-01-08 18:09:35,8,0,0,8,,3.0,Suecia,1,Yes,Travel_Frequently,238.0,Research & Development,1,47,1,Research Scientist,2432,15318,Yes,14,80.0,0,2,Low,Very High,High,Excellent,Low
425,2,Bachelor,Medical,Male,Divorced,51,3b16ef94-662d-4f53-8c4a-d62cb8ad368d,2007-01-13 00:47:21,3,1,2,13,Y,5.0,Misisipi,0,No,Travel_Rarely,1302.0,Research & Development,1,84,2,Manufacturing Director,5482,16321,No,18,80.0,1,3,Very High,Low,Medium,Excellent,Very High
426,10,Master,Marketing,Female,Divorced,24,68812f8d-79da-44c0-80a8-8c682e93f856,2007-01-21 17:35:29,12,0,2,5,Y,1.0,Alemania,1,No,Travel_Rarely,,Sales,1,77,2,Sales Executive,4260,5915,Yes,12,80.0,1,2,Very High,High,High,Excellent,Very High
427,10,Master,Technical Degree,Male,Married,34,8a833d06-1c52-49b1-a6ec-4f0fb1214952,2007-01-23 23:50:59,14,6,1,8,Y,1.0,Nebraska,0,No,Travel_Frequently,653.0,Research & Development,1,92,2,Healthcare Representative,5063,15332,No,14,,1,3,Very High,Medium,High,Excellent,Medium
428,2,Master,Life Sciences,Male,Single,40,f63829b8-8a24-4b60-a552-2795f6ec10bf,2007-01-29 05:09:57,10,1,2,8,Y,2.0,Misisipi,1,No,,1322.0,Research & Development,1,52,1,Research Scientist,2809,2725,No,14,,0,2,High,Medium,High,Excellent,Very High
429,1,Master,Life Sciences,Female,Married,48,8bd8d39d-4df6-4bbd-83a6-b6b542815ac4,2007-02-15 23:40:59,4,0,2,21,Y,7.0,Connecticut,1,No,Travel_Rarely,1236.0,Research & Development,1,40,4,Manager,15402,17997,No,11,80.0,1,3,Very High,Medium,,Excellent,Low
430,18,Master,Medical,Male,Single,59,da3d2b40-9898-4ba3-92fd-28962ddb00ae,2007-02-17 01:23:34,14,3,1,25,Y,6.0,Croacia,0,No,Travel_Rarely,1429.0,Research & Development,1,67,3,Manufacturing Director,10512,20002,No,12,80.0,0,6,Very High,High,Very High,Excellent,Very High
431,13,Doctor,Marketing,Male,Divorced,36,4d43745c-cb89-40c0-9350-8b91b60d9c8e,2007-02-17 19:37:49,11,1,2,16,Y,5.0,Iowa,0,Yes,Travel_Rarely,,Sales,1,96,2,Sales Executive,6134,8658,Yes,13,80.0,3,3,Medium,Medium,Low,Excellent,Medium
432,1,Bachelor,Medical,Male,Married,46,a8793002-8627-4401-8f8b-1d49242ece52,2007-02-25 18:12:19,15,8,5,21,Y,2.0,Misisipi,1,No,Travel_Frequently,638.0,Research & Development,1,40,3,Healthcare Representative,10673,3142,Yes,13,80.0,1,5,High,Medium,Low,Excellent,High
433,2,,Life Sciences,Male,Married,30,82e5f949-1deb-430c-8b26-ed52df6cfe37,2007-03-05 01:22:56,15,1,6,11,Y,1.0,Arizona,0,No,Travel_Rarely,288.0,Research & Development,1,99,2,Healthcare Representative,4152,15830,No,19,80.0,3,3,High,Medium,Very High,Excellent,Low
434,13,Master,Medical,Female,Divorced,39,f746a354-38eb-432c-8c34-b52ec6d8e858,2007-03-17 23:28:34,6,6,2,21,Y,6.0,Alabama,1,No,Travel_Rarely,412.0,Research & Development,1,94,4,Manager,17123,17334,Yes,13,80.0,2,4,High,Medium,Medium,Excellent,Very High
435,2,Master,Marketing,Male,Married,47,614e2bcc-d49d-48a9-9c6d-dc54d2b60653,2007-03-20 20:33:21,8,0,0,4,,7.0,Austria,0,No,Non-Travel,543.0,Sales,1,87,2,Sales Executive,4978,3536,No,11,80.0,1,3,High,High,Medium,Excellent,Very High
436,2,Master,Life Sciences,Male,Divorced,31,2a84052e-a46d-4bb6-aecc-1bce8bcf165f,2007-03-26 03:58:39,2,0,1,3,Y,0.0,España,1,No,Travel_Rarely,192.0,Research & Development,1,32,1,Research Scientist,2695,7747,Yes,18,,1,2,High,High,Very High,Excellent,Medium
437,6,Bachelor,Life Sciences,Male,Married,36,935ff01b-cf99-4092-a041-42b851cdb2c1,2007-04-07 01:42:11,9,9,10,16,Y,0.0,Rumania,0,No,Travel_Rarely,1403.0,Research & Development,1,47,1,Laboratory Technician,3210,20251,No,11,80.0,1,4,Very High,High,Very High,Excellent,High
438,18,Below College,Medical,Female,Married,46,114d94c7-27b7-4bfa-bde7-f336a26c3003,2007-04-08 06:40:11,10,0,1,28,Y,5.0,New Hampshire,1,No,Travel_Frequently,1034.0,Research & Development,1,86,3,Healthcare Representative,10527,8984,No,11,80.0,0,3,Low,High,High,Excellent,Very High
439,8,Bachelor,Marketing,Female,Single,32,0add4c6f-9983-4695-a801-369222c5021a,2007-04-10 20:33:37,11,0,5,9,Y,1.0,Nueva Jersey,1,No,Travel_Frequently,,Sales,1,43,3,Sales Executive,8998,15589,No,14,80.0,0,2,Medium,High,Very High,Excellent,Very High
440,29,College,Medical,Male,Single,31,f6b26eae-a8cd-46b2-825e-6b8b531ab61b,2007-04-18 01:43:00,15,0,4,6,Y,0.0,Oregón,0,Yes,Travel_Frequently,307.0,Research & Development,1,71,1,Laboratory Technician,3479,11652,No,11,80.0,0,2,High,Medium,Medium,Excellent,Medium
441,1,,Life Sciences,Female,Divorced,40,0a80c1dc-5ee8-46bc-a08f-2c93d8f83a50,2007-04-26 10:18:40,8,0,2,12,,4.0,Nebraska,0,No,Travel_Rarely,1194.0,Research & Development,1,52,2,Healthcare Representative,6513,9060,No,17,80.0,1,3,High,High,Very High,Excellent,Very High
442,29,Below College,Medical,Female,Married,48,b72691fb-6b6b-49cf-924c-c0212c986023,2007-04-28 05:05:59,7,0,0,15,Y,3.0,Croacia,1,No,Travel_Rarely,530.0,Sales,1,91,3,Manager,12504,23978,No,21,80.0,1,3,Low,High,High,Outstanding,Medium
443,1,College,Medical,Male,Married,30,135df947-e45a-41f9-bdd2-db14e08e5a30,2007-05-10 04:37:54,16,1,5,12,Y,1.0,Croacia,0,No,Travel_Rarely,911.0,Research & Development,1,76,1,Laboratory Technician,3748,4077,No,13,80.0,0,6,Very High,High,Medium,Excellent,High
444,1,Master,Marketing,Male,Divorced,34,a9e99571-78f9-45d0-95f9-7b2c2ee21d59,2007-05-10 14:49:22,5,0,0,16,Y,0.0,Maine,1,No,Travel_Rarely,216.0,Sales,1,75,2,Sales Executive,9725,12278,No,11,80.0,1,2,Medium,Very High,Very High,Excellent,Very High
445,10,Bachelor,Medical,Female,Single,19,899465d8-79cd-461a-9433-af4a10d23329,2007-05-15 02:08:42,1,0,0,1,Y,1.0,Nueva Jersey,1,Yes,Non-Travel,504.0,Research & Development,1,96,1,Research Scientist,1859,6148,Yes,25,80.0,0,2,Low,Medium,Medium,Outstanding,Medium
446,25,Bachelor,Life Sciences,Female,Single,59,43a3d2d6-7383-4f52-be35-dc7e5065766d,2007-05-15 03:06:32,0,1,3,28,Y,7.0,Reino Unido,1,No,,1435.0,Sales,1,99,3,Sales Executive,7637,2354,No,11,80.0,0,3,Low,High,Low,Excellent,Very High
447,1,Bachelor,Life Sciences,Male,Married,30,ebf74e97-fa4e-477b-98f4-f82633264a23,2007-05-27 09:15:17,7,3,2,10,Y,1.0,Massachusetts,1,Yes,,,Sales,1,64,2,Sales Executive,9714,5323,No,11,80.0,1,4,Medium,Medium,,Excellent,Very High
448,11,Master,Marketing,Female,Married,36,05e5b4aa-2b30-4e23-b9c1-2d5685744956,2007-06-02 00:41:57,2,0,0,8,Y,4.0,Rumania,1,No,Travel_Rarely,1120.0,Sales,1,100,2,Sales Executive,6652,14369,No,13,80.0,1,2,Medium,Medium,Very High,Excellent,Low
449,3,Master,Other,Male,Married,38,887a1a56-4555-48b8-aa6c-f8c5e4bdbce3,2007-06-06 19:22:49,16,2,0,8,,3.0,Carolina del Norte,0,No,Travel_Frequently,1186.0,Research & Development,1,44,1,Research Scientist,2821,2997,No,16,,1,2,High,High,,Excellent,
450,15,Master,Life Sciences,Male,Married,58,be14abc8-be0b-4fdc-9320-897f5229f5ba,2007-06-09 01:54:48,14,2,2,23,Y,2.0,Polonia,0,No,Travel_Frequently,1216.0,Research & Development,1,87,4,Research Director,15787,21624,Yes,14,80.0,0,3,Low,High,High,Excellent,Medium
451,2,Bachelor,Marketing,Female,Married,46,17339987-38dd-4faa-b4e1-29b23f70d290,2007-06-10 09:17:46,5,0,1,28,Y,8.0,Nevada,1,No,Travel_Rarely,1402.0,Sales,1,69,4,Manager,17048,24097,No,23,80.0,0,2,High,High,Low,Outstanding,Low
452,1,Bachelor,Medical,Male,Divorced,33,e994eff8-75e0-4802-b820-14d11265229a,2007-06-11 12:54:52,14,0,6,9,Y,1.0,Reino Unido,0,No,Travel_Rarely,586.0,Sales,1,48,2,Sales Executive,4037,21816,No,22,80.0,1,5,Low,Very High,Low,Outstanding,Low
453,10,Bachelor,Other,Female,Single,28,f2334a2a-bb8c-423a-b1ed-04f85a62548f,2007-06-11 17:46:37,17,1,1,10,Y,3.0,Suiza,1,No,Travel_Rarely,857.0,Research & Development,1,59,2,Research Scientist,3660,7909,No,13,80.0,0,4,High,High,High,Excellent,Very High
454,3,Master,Life Sciences,Female,Married,33,8703a0f6-8589-4695-b19a-b76717f4e837,2007-06-12 11:41:39,17,0,0,8,Y,1.0,Noruega,0,No,Travel_Frequently,1392.0,Research & Development,1,56,1,Research Scientist,2909,23159,Yes,11,80.0,0,3,Very High,High,High,Excellent,High
455,1,Bachelor,Life Sciences,Female,Married,50,0a7ca52d-81a5-4c4c-a46f-8d70e43c1530,2007-06-15 00:21:23,16,0,3,28,Y,3.0,Polonia,1,No,Travel_Frequently,,Research & Development,1,73,5,Research Director,18172,9755,Yes,19,80.0,0,1,Low,High,Medium,Excellent,Low
456,2,Bachelor,Medical,Male,Married,55,2644569f-67eb-48ea-9ad4-adb100213b1d,2007-06-16 20:53:08,6,1,3,24,Y,5.0,Suecia,1,Yes,Travel_Rarely,725.0,Research & Development,1,78,5,Manager,19859,21199,Yes,13,80.0,1,2,Very High,High,,Excellent,Very High
457,8,Bachelor,Medical,Female,Divorced,55,d3cfa2ff-cd35-4ff3-9644-a6d4791f4117,2007-06-18 03:37:15,0,0,0,21,,2.0,Polonia,0,No,Travel_Rarely,,Research & Development,1,33,4,Manager,14756,19730,Yes,14,80.0,3,2,Very High,High,High,Excellent,High
458,8,Bachelor,Technical Degree,Male,Single,26,c92c9bd3-8f2f-4540-8e63-5dd28991d855,2007-06-19 01:32:38,11,0,1,6,Y,6.0,Texas,0,Yes,Travel_Rarely,1146.0,Sales,1,38,2,Sales Executive,5326,3064,No,17,,0,2,Very High,Medium,Low,Excellent,High
459,16,College,Medical,Male,Divorced,22,31603334-23f9-46ae-96b8-f95df33b94db,2007-06-22 17:07:36,9,0,0,1,Y,1.0,Francia,0,No,Non-Travel,1123.0,Research & Development,1,96,1,Laboratory Technician,2935,7324,Yes,13,80.0,2,2,Very High,Very High,Very High,Excellent,Medium
460,2,Bachelor,Life Sciences,Female,Single,55,f0af8fa0-3697-41ca-8211-493673b25929,2007-06-24 23:15:13,9,1,1,30,,2.0,República Checa,1,No,Travel_Rarely,1311.0,Research & Development,1,97,4,Manager,16659,23258,Yes,13,80.0,0,2,High,High,Very High,Excellent,High
461,9,College,Medical,Male,Divorced,32,7809e9f0-2995-4816-a11d-29eb3cfe73c2,2007-06-27 10:28:48,4,0,1,9,Y,0.0,Italia,0,No,Travel_Frequently,689.0,Sales,1,35,2,Sales Executive,4668,22812,No,17,80.0,3,2,Very High,Low,Very High,Excellent,Very High
462,1,College,Life Sciences,Female,Divorced,26,43b94940-747b-4c93-ab82-2d48fc48ac92,2007-07-02 16:21:43,13,1,0,5,Y,3.0,Italia,0,No,Travel_Frequently,575.0,Research & Development,1,71,1,Laboratory Technician,4364,5288,No,14,80.0,1,2,Low,Low,,Excellent,Low
463,1,,Life Sciences,Female,Married,56,67dcf48b-0e12-45d7-b22b-b93292174d5a,2007-07-10 15:44:30,14,1,0,5,,2.0,Tennessee,1,No,Travel_Rarely,1255.0,Research & Development,1,90,1,Research Scientist,2066,10494,No,22,80.0,1,3,Low,High,Low,Outstanding,Very High
464,22,Bachelor,Technical Degree,Male,Divorced,55,2eb0665f-6864-4854-9665-8dc0b807d02e,2007-07-11 05:27:29,14,0,2,8,Y,5.0,Carolina del Norte,0,No,Travel_Rarely,1441.0,Research & Development,1,94,1,Research Scientist,3537,23737,No,12,80.0,1,1,Low,Medium,,Excellent,Very High
465,14,College,Life Sciences,Male,Married,43,f501db4e-90d4-4213-aa4c-d177cb9ddbc2,2007-07-20 22:20:01,11,0,0,22,Y,6.0,Vermont,0,No,Travel_Rarely,,Research & Development,1,94,4,Research Director,17159,5200,No,24,80.0,1,3,Medium,High,Low,Outstanding,High
466,2,Master,Life Sciences,Female,Divorced,31,40adca99-d197-4d02-a84c-6aa67fe6ff20,2007-07-24 18:58:21,4,6,3,10,,1.0,Iowa,0,No,Non-Travel,587.0,Sales,1,57,3,Sales Executive,9852,8935,Yes,19,80.0,1,5,Very High,High,High,Excellent,Low
467,10,Master,Life Sciences,Female,Married,34,dedb0c0c-6789-455a-8f72-c41d00caffe5,2007-07-29 10:45:55,5,0,0,1,Y,1.0,Rumania,0,No,Travel_Rarely,1333.0,Sales,1,87,1,Sales Representative,2220,18410,Yes,19,80.0,1,2,High,High,High,Excellent,Very High
468,4,College,Life Sciences,Female,Single,25,b286dd30-9e64-45c5-aa6d-093c13ceedc7,2007-08-01 01:40:59,12,1,0,5,Y,1.0,Países Bajos,1,No,Travel_Rarely,891.0,Sales,1,99,2,Sales Executive,4487,12090,Yes,11,80.0,0,3,Medium,Medium,,Excellent,Medium
469,6,,Life Sciences,Male,Married,23,5c438d1f-e952-4efa-a757-c4e1a404e1e2,2007-08-02 11:51:27,2,0,0,1,Y,1.0,Hungría,0,Yes,Travel_Rarely,1243.0,Research & Development,1,63,1,Laboratory Technician,1601,3445,Yes,21,80.0,2,2,High,Very High,Low,Outstanding,High
470,2,Bachelor,Life Sciences,Female,Married,36,920a4a84-42e8-43eb-b1ca-565763c2166d,2007-08-05 23:43:48,0,1,2,6,Y,4.0,Maine,0,No,Travel_Rarely,329.0,Research & Development,1,96,1,Research Scientist,2543,11868,No,13,80.0,1,3,Very High,High,,Excellent,Medium
471,12,,Life Sciences,Female,Married,36,88e35b31-5e1e-407a-bf4b-99748a9455de,2007-08-07 14:13:58,12,0,1,7,Y,9.0,Italia,0,No,Travel_Rarely,559.0,Research & Development,1,76,2,Manufacturing Director,4663,12421,Yes,12,80.0,2,2,High,High,High,Excellent,
472,6,Bachelor,Medical,Male,Divorced,37,79c8f4c7-8828-4bb9-9c22-f179b55c34c0,2007-08-24 16:57:53,6,2,1,13,,4.0,Alabama,1,No,Travel_Rarely,1319.0,Research & Development,1,51,2,Research Scientist,5974,17001,Yes,13,,2,2,High,Very High,Low,Excellent,Low
473,19,Master,Other,Male,Divorced,39,ff49e5ed-a9d4-4d66-80c8-cec81ccc3d72,2007-08-25 10:27:00,7,1,1,7,,8.0,Dakota del Sur,0,No,Travel_Rarely,,Research & Development,1,41,2,Research Scientist,3902,5141,No,14,80.0,3,2,Very High,High,Very High,Excellent,
474,1,Bachelor,Technical Degree,Male,Married,47,998db713-1f27-4ffe-b93a-fd7625068539,2007-09-04 10:48:14,0,1,2,17,,7.0,Bélgica,1,No,Travel_Rarely,465.0,Research & Development,1,74,1,Research Scientist,3420,10205,No,12,80.0,1,2,Low,High,Very High,Excellent,High
475,8,Master,Life Sciences,Female,Divorced,46,6d43ee89-dce6-4655-9fac-9bd0f3e736b4,2007-09-07 03:45:58,13,1,0,19,Y,8.0,Países Bajos,1,No,Travel_Rarely,1003.0,Research & Development,1,74,2,Research Scientist,4615,21029,Yes,23,80.0,3,2,Very High,Medium,Low,Outstanding,Low
476,10,Bachelor,Medical,Female,Married,37,d3eacc18-801c-4b36-a52a-c0242aa573e4,2007-09-10 00:04:05,12,0,3,8,,1.0,Nueva Jersey,1,No,Travel_Rarely,1470.0,Research & Development,1,71,1,Research Scientist,3936,9953,No,11,,1,2,Medium,High,Medium,Excellent,Low
477,4,Below College,Life Sciences,Male,Married,24,4bfeb09d-56e9-4c59-a424-8d533df16b3b,2007-09-10 08:13:07,12,0,0,6,Y,0.0,Portugal,0,No,Non-Travel,1269.0,Research & Development,1,46,1,Laboratory Technician,3162,10778,No,17,,0,2,Low,Medium,,Excellent,Very High
478,17,,Life Sciences,Female,Married,24,6d9272bb-2174-4010-b9d2-3764f68f10eb,2007-09-11 18:12:50,5,0,0,1,Y,1.0,California,1,Yes,Travel_Rarely,984.0,Research & Development,1,97,1,Laboratory Technician,2210,3372,No,13,80.0,1,3,Very High,High,Medium,Excellent,Low
479,1,Bachelor,Medical,Male,Divorced,39,79379be6-1e15-461d-8ee6-0b8d5e9297b1,2007-10-04 13:27:32,6,0,0,19,Y,0.0,Alemania,1,No,Travel_Rarely,1132.0,Research & Development,1,48,3,Healthcare Representative,9613,10942,No,17,80.0,3,5,High,Very High,Very High,Excellent,Low
480,7,,Life Sciences,Female,Married,43,91353b11-3e73-4e07-83ae-cf26216c2634,2007-10-05 15:26:52,2,0,0,10,Y,8.0,Italia,1,No,Travel_Rarely,1001.0,Research & Development,1,43,3,Healthcare Representative,9985,9262,No,16,80.0,1,1,High,High,Low,Excellent,Low
481,11,Master,Marketing,Female,Single,49,32095524-4769-4d15-8646-993734a71fda,2007-10-06 10:24:54,11,0,0,8,Y,3.0,Nueva Jersey,1,No,Travel_Rarely,1313.0,Sales,1,80,2,Sales Executive,4507,8191,No,12,80.0,0,1,Very High,High,Very High,Excellent,High
482,3,Bachelor,Other,Male,Single,34,5e5ef9c5-1d5f-44e8-9126-37f70585ab0c,2007-10-11 04:38:50,10,1,5,15,Y,3.0,Vermont,0,No,Travel_Rarely,,Sales,1,81,2,Sales Executive,4759,15891,No,18,80.0,0,2,Very High,Low,Low,Excellent,Very High
483,1,Master,Life Sciences,Male,Single,46,d53ed6fa-fc3d-419a-96d7-8ace0e4e8c98,2007-10-26 13:09:25,16,0,6,27,Y,1.0,Italia,1,No,Travel_Rarely,563.0,Sales,1,56,4,Manager,17567,3156,No,15,,0,5,Very High,Very High,Low,Excellent,Medium
484,5,Master,Technical Degree,Male,Married,49,0dfb0c20-0862-4fb6-8f43-a2be2a8b9139,2007-10-29 16:52:59,13,0,2,20,Y,2.0,Noruega,1,No,Travel_Rarely,1495.0,Research & Development,1,96,2,Healthcare Representative,6651,21534,No,14,80.0,1,0,Low,High,High,Excellent,Medium
485,8,Master,Life Sciences,Male,Single,56,d38d5d2d-970d-49a1-b4cd-cb24260903ee,2007-11-04 10:14:18,2,0,7,36,Y,6.0,Kansas,0,No,Travel_Rarely,206.0,Human Resources,1,99,5,Manager,19717,4022,No,14,80.0,0,4,Very High,High,Medium,Excellent,Low
486,1,,Life Sciences,Male,Single,49,876cb7b3-a980-4dd4-b0b7-c997e9912314,2007-11-09 17:51:54,12,0,0,23,Y,4.0,Colorado,1,No,,809.0,Research & Development,1,36,4,Manager,15379,22384,No,14,80.0,0,2,High,High,,Excellent,Low
487,3,Below College,Life Sciences,Male,Single,34,d8117fb2-fa89-49e7-829d-3ce6e0c2c9dc,2007-11-15 12:17:02,8,0,4,7,Y,0.0,Austria,1,No,Travel_Frequently,618.0,Research & Development,1,45,2,Healthcare Representative,7756,22266,No,17,80.0,0,1,Low,High,Very High,Excellent,High
488,2,Below College,Technical Degree,Male,Divorced,42,24ccc0a0-927a-4d87-8e3e-1d08eef49c21,2007-11-29 19:37:22,14,0,0,4,,0.0,Utah,1,No,Travel_Rarely,544.0,Human Resources,1,52,1,Human Resources,2696,24017,Yes,11,80.0,1,5,High,High,High,Excellent,High
489,15,Bachelor,Medical,Male,Married,31,bb4456d6-8dab-4f21-bdef-0a93bc620fde,2007-12-01 06:38:56,2,1,2,2,Y,1.0,Noruega,0,Yes,Travel_Frequently,874.0,Research & Development,1,72,1,Laboratory Technician,2610,6233,No,12,80.0,1,5,High,High,High,Excellent,High
490,5,College,Medical,Male,Married,34,5febee4e-29c8-4518-a0d4-bc1b3407be58,2007-12-01 10:19:51,14,3,2,15,Y,1.0,Carolina del Norte,1,No,Travel_Rarely,1157.0,Research & Development,1,57,2,Laboratory Technician,3986,11912,No,14,80.0,1,3,Medium,Medium,Very High,Excellent,High
491,21,Master,Life Sciences,Female,Married,39,0886ecbd-6908-4a91-8a55-c726ec390b95,2007-12-04 19:10:01,1,0,1,10,Y,6.0,Nebraska,1,No,,,Sales,1,32,2,Sales Executive,5736,3987,No,19,,1,1,Low,Low,High,Excellent,High
492,2,Below College,Medical,Female,Single,40,482929c3-e7ab-450d-a1db-544f250cee88,2007-12-05 23:52:28,14,2,3,5,,0.0,Dinamarca,0,No,Travel_Rarely,804.0,Research & Development,1,86,1,Research Scientist,2342,22929,Yes,20,80.0,0,2,Very High,Medium,Very High,Outstanding,Very High
493,16,Bachelor,Life Sciences,Female,Single,38,b51d1041-b80e-44b3-9e56-dd2bb58b59ed,2007-12-30 06:47:33,15,0,1,8,Y,2.0,República Checa,0,No,Travel_Rarely,437.0,Sales,1,90,2,Sales Executive,4198,16379,No,12,,0,5,Medium,High,Medium,Excellent,Medium
494,10,Bachelor,Medical,Female,Single,18,1ab75b7b-fe56-4432-abec-c0bc5419c2b4,2008-01-09 18:04:46,9,0,0,0,Y,1.0,Maine,0,No,Travel_Rarely,812.0,Sales,1,69,1,Sales Representative,1200,9724,No,12,80.0,0,2,Very High,Medium,High,Excellent,Low
495,8,Master,Other,Male,Married,29,2a01111c-1864-4bd8-b425-38261d03c340,2008-01-19 22:29:06,7,0,6,7,,1.0,Suecia,0,Yes,,318.0,Research & Development,1,77,1,Laboratory Technician,2119,4759,Yes,11,80.0,0,4,Medium,Low,,Excellent,Very High
496,6,Master,Life Sciences,Male,Married,36,d56736ce-e688-43a3-9559-b2dfa51a58fd,2008-01-28 07:36:45,1,0,1,9,Y,3.0,España,1,No,Travel_Frequently,1302.0,Research & Development,1,80,2,Laboratory Technician,5562,19711,Yes,13,80.0,1,3,Low,Very High,Low,Excellent,Very High
497,10,College,Life Sciences,Female,Single,21,9eebfcf1-0294-4b90-8a45-6c5a0171e34e,2008-02-02 20:59:36,16,2,2,2,Y,1.0,Austria,0,Yes,Travel_Frequently,251.0,Research & Development,1,45,1,Laboratory Technician,2625,25308,No,20,80.0,0,2,Low,Medium,High,Outstanding,High
498,7,,Other,Male,Single,49,ddaa9bbb-922d-43a8-8f6a-f782b45e4cbc,2008-02-02 21:36:11,0,0,0,26,Y,8.0,Polonia,1,No,,1261.0,Research & Development,1,31,3,Healthcare Representative,10965,12066,No,24,80.0,0,2,Medium,Medium,,Outstanding,High
499,23,Doctor,Life Sciences,Female,Single,42,b4f5e756-cabd-4080-a35e-2c285a260e19,2008-02-22 22:19:04,0,0,0,16,,2.0,Carolina del Sur,0,No,Travel_Rarely,810.0,Research & Development,1,44,4,Research Director,15992,15901,No,14,,0,2,Low,High,Very High,Excellent,Medium
500,9,Bachelor,Life Sciences,Female,Married,35,aa92e5e6-e44e-418a-b3b4-8e747e7edb7b,2008-02-23 01:43:58,6,5,14,17,Y,1.0,Michigan,1,No,Travel_Rarely,607.0,Research & Development,1,66,3,Manufacturing Director,10685,23457,Yes,20,80.0,1,2,Very High,Medium,,Outstanding,Medium
501,10,Below College,Medical,Male,Single,23,7d15903e-cf4b-4fde-9f00-9d90e3b8802b,2008-03-07 05:10:50,11,0,1,2,Y,1.0,Países Bajos,1,No,Travel_Rarely,310.0,Research & Development,1,79,1,Research Scientist,3505,19630,No,18,80.0,0,3,Low,Very High,High,Excellent,Very High
502,22,Bachelor,Life Sciences,Male,Single,35,0b998463-8674-4eb2-ab7a-fbb265d7a6be,2008-03-07 08:45:09,8,3,0,6,Y,0.0,Finlandia,1,No,Travel_Rarely,144.0,Research & Development,1,46,1,Laboratory Technician,4230,19225,No,15,80.0,0,2,Very High,Low,High,Excellent,High
503,5,Bachelor,Life Sciences,Male,Single,41,f7574ef7-f545-4689-90e5-6cfc450ee573,2008-03-12 18:21:57,10,0,2,11,Y,3.0,Suecia,0,No,Travel_Rarely,447.0,Research & Development,1,85,2,Healthcare Representative,6870,15530,No,12,80.0,0,3,Medium,Very High,Medium,Excellent,Low
504,28,Bachelor,Life Sciences,Male,Married,25,1a5fdc80-1930-4f29-987e-94f2fdb5550e,2008-03-29 12:02:59,1,1,0,6,Y,2.0,Kansas,0,No,Travel_Rarely,959.0,Sales,1,41,2,Sales Executive,8639,24835,No,18,80.0,0,3,Low,Medium,High,Excellent,Very High
